competitors_name,country,total,place,judging,finals,category,competition,location,date,url,img_url
Josef Kveton,"{'city': '', 'state': '', 'country': 'Czech Republic'}",72.0,7,36.0,36.0,Men's Bodybuilding,2024-california-state-pro,"Anaheim,California",2024-05-25,https://www.ifbbpro.com/competition/2024-california-state-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024calstatePRO_052524_results-800x1018.jpg
Jang Min Lee,"{'city': '', 'state': '', 'country': 'South Korea'}",88.0,9,44.0,44.0,Men's Bodybuilding,2024-california-state-pro,"Anaheim,California",2024-05-25,https://www.ifbbpro.com/competition/2024-california-state-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024calstatePRO_052524_results-800x1018.jpg
Seung Chul Lee,"{'city': '', 'state': '', 'country': 'South Korea'}",58.0,6,29.0,29.0,Men's Bodybuilding,2024-california-state-pro,"Anaheim,California",2024-05-25,https://www.ifbbpro.com/competition/2024-california-state-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024calstatePRO_052524_results-800x1018.jpg
Pablo Llopis Munoz,"{'city': '', 'state': '', 'country': 'Spain'}",48.0,5,20.0,28.0,Men's Bodybuilding,2024-california-state-pro,"Anaheim,California",2024-05-25,https://www.ifbbpro.com/competition/2024-california-state-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024calstatePRO_052524_results-800x1018.jpg
An Nguyen,"{'city': 'Las Vegas', 'state': 'NV', 'country': 'United States'}",116.0,12,58.0,58.0,Men's Bodybuilding,2024-california-state-pro,"Anaheim,California",2024-05-25,https://www.ifbbpro.com/competition/2024-california-state-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024calstatePRO_052524_results-800x1018.jpg
Emir Omeragic,"{'city': '', 'state': '', 'country': 'Germany'}",21.0,2,11.0,10.0,Men's Bodybuilding,2024-california-state-pro,"Anaheim,California",2024-05-25,https://www.ifbbpro.com/competition/2024-california-state-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024calstatePRO_052524_results-800x1018.jpg
Joseph Palacios,"{'city': 'Downey', 'state': 'CA', 'country': 'United States'}",148.0,15,74.0,74.0,Men's Bodybuilding,2024-california-state-pro,"Anaheim,California",2024-05-25,https://www.ifbbpro.com/competition/2024-california-state-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024calstatePRO_052524_results-800x1018.jpg
Samuel Pearce,"{'city': '', 'state': '', 'country': 'Australia'}",114.0,11,57.0,57.0,Men's Bodybuilding,2024-california-state-pro,"Anaheim,California",2024-05-25,https://www.ifbbpro.com/competition/2024-california-state-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024calstatePRO_052524_results-800x1018.jpg
Milan Sadek,"{'city': '', 'state': '', 'country': 'Czech Republic'}",160.0,16,80.0,80.0,Men's Bodybuilding,2024-california-state-pro,"Anaheim,California",2024-05-25,https://www.ifbbpro.com/competition/2024-california-state-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024calstatePRO_052524_results-800x1018.jpg
Ray Short,"{'city': 'La Porte', 'state': 'TX', 'country': 'United States'}",158.0,16,79.0,79.0,Men's Bodybuilding,2024-california-state-pro,"Anaheim,California",2024-05-25,https://www.ifbbpro.com/competition/2024-california-state-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024calstatePRO_052524_results-800x1018.jpg
Stuart Sutherland,"{'city': 'Redmond', 'state': 'WA', 'country': 'United States'}",46.0,4,27.0,19.0,Men's Bodybuilding,2024-california-state-pro,"Anaheim,California",2024-05-25,https://www.ifbbpro.com/competition/2024-california-state-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024calstatePRO_052524_results-800x1018.jpg
Brent Swansen,"{'city': 'Decatur', 'state': 'IL', 'country': 'United States'}",160.0,16,80.0,80.0,Men's Bodybuilding,2024-california-state-pro,"Anaheim,California",2024-05-25,https://www.ifbbpro.com/competition/2024-california-state-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024calstatePRO_052524_results-800x1018.jpg
Krystian Wolski,"{'city': '', 'state': '', 'country': 'Poland'}",29.0,3,14.0,15.0,Men's Bodybuilding,2024-california-state-pro,"Anaheim,California",2024-05-25,https://www.ifbbpro.com/competition/2024-california-state-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024calstatePRO_052524_results-800x1018.jpg
In Seong You,"{'city': '', 'state': '', 'country': 'South Korea'}",160.0,16,80.0,80.0,Men's Bodybuilding,2024-california-state-pro,"Anaheim,California",2024-05-25,https://www.ifbbpro.com/competition/2024-california-state-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024calstatePRO_052524_results-800x1018.jpg
Natalia Bystrova,"{'city': '', 'state': '', 'country': 'Russia'}",3.0,1,3.0,0.0,Women's Physique,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp3-800x569.jpg
Luciana Esquilin,"{'city': 'Fayetteville', 'state': 'NC', 'country': 'United States'}",18.0,6,18.0,0.0,Women's Physique,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp3-800x569.jpg
Susan Graham,"{'city': 'Wenatchee', 'state': 'WA', 'country': 'United States'}",6.0,2,6.0,0.0,Women's Physique,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp3-800x569.jpg
Donna Jones,"{'city': 'Richmond', 'state': 'TX', 'country': 'United States'}",12.0,4,12.0,0.0,Women's Physique,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp3-800x569.jpg
Katie Nyland,"{'city': 'Las Vegas', 'state': 'NV', 'country': 'United States'}",15.0,5,15.0,0.0,Women's Physique,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp3-800x569.jpg
Hayley Perry,"{'city': 'Columbus', 'state': 'OH', 'country': 'United States'}",9.0,3,9.0,0.0,Women's Physique,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp3-800x569.jpg
Vicky Tackett,"{'city': 'Orange', 'state': 'TX', 'country': 'United States'}",21.0,7,21.0,0.0,Women's Physique,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp3-800x569.jpg
Madison Begley,"{'city': 'Draper', 'state': 'UT', 'country': 'United States'}",12.0,4,12.0,0.0,Women's Wellness,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp3-800x569.jpg
Taylor Gartnenmayer,"{'city': 'Miami', 'state': 'FL', 'country': 'United States'}",6.0,2,6.0,0.0,Women's Wellness,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp3-800x569.jpg
Sheila Guidry,"{'city': 'Cypress', 'state': 'TX', 'country': 'United States'}",15.0,5,15.0,0.0,Women's Wellness,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp3-800x569.jpg
Chen Qi Liu,"{'city': '', 'state': '', 'country': 'China'}",3.0,1,3.0,0.0,Women's Wellness,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp3-800x569.jpg
Jasmine Payne,"{'city': 'District Heights', 'state': 'MD', 'country': 'United States'}",9.0,3,9.0,0.0,Women's Wellness,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp3-800x569.jpg
Thais Cabrices-Werner,"{'city': 'Miami', 'state': 'FL', 'country': 'United States'}",27.0,9,27.0,0.0,Women's Figure,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp2-800x841.jpg
Gabriela Cadena,"{'city': 'Laredo', 'state': 'TX', 'country': 'United States'}",8.0,3,8.0,0.0,Women's Figure,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp2-800x841.jpg
Madison Dinges,"{'city': 'San Antonio', 'state': 'TX', 'country': 'United States'}",6.0,1,6.0,0.0,Women's Figure,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp2-800x841.jpg
Bailey Gutierrez,"{'city': 'Meridian', 'state': 'ID', 'country': 'United States'}",33.0,11,33.0,0.0,Women's Figure,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp2-800x841.jpg
Jessica Hamilton,"{'city': 'Longview', 'state': 'TX', 'country': 'United States'}",38.0,13,38.0,0.0,Women's Figure,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp2-800x841.jpg
Jessica Heath,"{'city': 'Jacksonville', 'state': 'NC', 'country': 'United States'}",42.0,14,42.0,0.0,Women's Figure,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp2-800x841.jpg
Ashley Howells,"{'city': 'Amherst', 'state': 'OH', 'country': 'United States'}",7.0,2,7.0,0.0,Women's Figure,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp2-800x841.jpg
Jennifer Johnson,"{'city': 'Triangle', 'state': 'VA', 'country': 'United States'}",23.0,8,23.0,0.0,Women's Figure,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp2-800x841.jpg
Shana Malcolm,"{'city': 'Marietta', 'state': 'GA', 'country': 'United States'}",15.0,5,15.0,0.0,Women's Figure,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp2-800x841.jpg
Monique Mealey,"{'city': 'Tempe', 'state': 'AZ', 'country': 'United States'}",37.0,12,37.0,0.0,Women's Figure,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp2-800x841.jpg
Deshane Price,"{'city': 'Madison', 'state': 'AL', 'country': 'United States'}",29.0,10,29.0,0.0,Women's Figure,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp2-800x841.jpg
Danielle Rose,"{'city': 'Boca Raton', 'state': 'FL', 'country': 'United States'}",12.0,4,12.0,0.0,Women's Figure,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp2-800x841.jpg
Delaney Smallwood,"{'city': 'Gilbert', 'state': 'AZ', 'country': 'United States'}",22.0,7,22.0,0.0,Women's Figure,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp2-800x841.jpg
Sarah Van Heiden,"{'city': 'Greenwood', 'state': 'IN', 'country': 'United States'}",18.0,6,18.0,0.0,Women's Figure,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp2-800x841.jpg
Gigi Amurao,"{'city': 'Miami', 'state': 'FL', 'country': 'United States'}",20.0,7,20.0,0.0,Women's Bikini,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp2-800x841.jpg
Hope Andrews,"{'city': 'Columbia', 'state': 'TN', 'country': 'United States'}",25.0,8,25.0,0.0,Women's Bikini,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp2-800x841.jpg
Alessia Facchin,"{'city': '', 'state': '', 'country': 'Italy'}",15.0,5,15.0,0.0,Women's Bikini,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp2-800x841.jpg
Ashley Humiston,"{'city': 'Salina', 'state': 'KS', 'country': 'United States'}",26.0,9,26.0,0.0,Women's Bikini,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp2-800x841.jpg
Ashley Kaltwasser,"{'city': 'Las Vegas', 'state': 'NV', 'country': 'United States'}",3.0,1,3.0,0.0,Women's Bikini,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp2-800x841.jpg
Luciana Santos,"{'city': '', 'state': '', 'country': 'Brazil'}",9.0,3,9.0,0.0,Women's Bikini,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp2-800x841.jpg
Sierra Swann,"{'city': 'Charlotte', 'state': 'NC', 'country': 'United States'}",6.0,2,6.0,0.0,Women's Bikini,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp2-800x841.jpg
Stephanie Warden,"{'city': 'Meridian', 'state': 'ID', 'country': 'United States'}",12.0,4,12.0,0.0,Women's Bikini,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp2-800x841.jpg
Heidi Young,"{'city': 'Albuquerque', 'state': 'NM', 'country': 'United States'}",19.0,6,19.0,0.0,Women's Bikini,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp2-800x841.jpg
Kirk Anderson,"{'city': 'Manteca', 'state': 'CA', 'country': 'United States'}",12.0,4,12.0,0.0,Men's Classic Physique,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp1-800x1108.jpg
Chibueze Anyasor,"{'city': 'Spring', 'state': 'TX', 'country': 'United States'}",25.0,8,25.0,0.0,Men's Classic Physique,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp1-800x1108.jpg
Harold Bright,"{'city': 'Arlington', 'state': 'TX', 'country': 'United States'}",30.0,10,30.0,0.0,Men's Classic Physique,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp1-800x1108.jpg
Camilo Diaz,"{'city': '', 'state': '', 'country': 'Colombia'}",18.0,6,18.0,0.0,Men's Classic Physique,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp1-800x1108.jpg
Derrican Franklin,"{'city': 'Brandon', 'state': 'FL', 'country': 'United States'}",35.0,12,35.0,0.0,Men's Classic Physique,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp1-800x1108.jpg
Barry Irving,"{'city': 'Atlanta', 'state': 'GA', 'country': 'United States'}",9.0,3,9.0,0.0,Men's Classic Physique,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp1-800x1108.jpg
Hunter Lee,"{'city': 'San Marcos', 'state': 'TX', 'country': 'United States'}",26.0,9,26.0,0.0,Men's Classic Physique,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp1-800x1108.jpg
Eric Lisboa,"{'city': '', 'state': '', 'country': 'Brazil'}",3.0,1,3.0,0.0,Men's Classic Physique,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp1-800x1108.jpg
Matt Orchard,"{'city': '', 'state': '', 'country': 'Australia'}",21.0,7,21.0,0.0,Men's Classic Physique,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp1-800x1108.jpg
Lamar Shaw,"{'city': 'Raleigh', 'state': 'NC', 'country': 'United States'}",6.0,2,6.0,0.0,Men's Classic Physique,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp1-800x1108.jpg
Jorge Tabet,"{'city': '', 'state': '', 'country': 'Spain'}",34.0,11,34.0,0.0,Men's Classic Physique,2024-optimum-classic-pro,"Shreveport,LAUnited States",2024-05-25,https://www.ifbbpro.com/competition/2024-optimum-classic-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024optimumPRO_052524_resultsp1-800x1108.jpg
